Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
58984639,10/01/2023 10:57:33 AM,10/01/2023 11:06:27 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,10/01/2023 11:06:33 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58982241,10/01/2023 10:54:54 AM,10/01/2023 11:03:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10011,118 WAVERLY PLACE,WAVERLY PLACE,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WAVERLY PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 11:03:53 AM,02 MANHATTAN,1005520148,MANHATTAN,984414,206181,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73259588269556,-73.99940825254612,"(40.73259588269556, -73.99940825254612)",12074,57,4,32,3
58985902,10/01/2023 10:50:22 AM,10/01/2023 10:53:17 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:53:19 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58979744,10/01/2023 10:43:44 AM,10/01/2023 10:53:15 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:53:19 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58985903,10/01/2023 10:42:16 AM,10/01/2023 10:53:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:53:19 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58979790,10/01/2023 10:40:02 AM,10/01/2023 11:12:42 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,424 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,10/01/2023 11:12:48 AM,03 MANHATTAN,1004410019,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.730870673147855,-73.98138208638649,"(40.730870673147855, -73.98138208638649)",11729,70,4,50,7
58979700,10/01/2023 10:39:50 AM,10/01/2023 10:53:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:53:14 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58979786,10/01/2023 10:39:24 AM,10/01/2023 10:41:08 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225,345 MONTGOMERY STREET,MONTGOMERY STREET,ROGERS AVENUE,DEARBORN COURT,ROGERS AVENUE,DEARBORN COURT,ADDRESS,BROOKLYN,MONTGOMERY STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:41:13 AM,09 BROOKLYN,3012960064,BROOKLYN,997241,181750,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.665528963080575,-73.95317279198996,"(40.665528963080575, -73.95317279198996)",13509,17,2,48,44
58980938,10/01/2023 10:32:31 AM,10/01/2023 10:33:03 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:33:07 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58985908,10/01/2023 10:30:54 AM,10/01/2023 10:33:02 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:33:07 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58984650,10/01/2023 10:29:54 AM,10/01/2023 10:32:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:33:02 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58983508,10/01/2023 10:29:10 AM,10/01/2023 12:04:54 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237,156 STANHOPE STREET,STANHOPE STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,STANHOPE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:04:58 PM,04 BROOKLYN,3032680013,BROOKLYN,1005879,193986,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69909709656009,-73.92199709555531,"(40.69909709656009, -73.92199709555531)",13828,42,2,37,53
58984640,10/01/2023 10:27:06 AM,10/01/2023 10:38:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,227 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 10:38:14 AM,12 MANHATTAN,1022370001,MANHATTAN,1004275,254730,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.865826905815766,-73.92760070465683,"(40.865826905815766, -73.92760070465683)",13092,47,4,39,22
58979741,10/01/2023 10:26:58 AM,10/01/2023 10:28:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:29:04 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58982144,10/01/2023 10:25:42 AM,10/01/2023 10:28:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:28:59 AM,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,,,,,,,,40.74558133205491,-73.94977105605933,"(40.74558133205491, -73.94977105605933)",16858,53,3,33,66
58983390,10/01/2023 10:23:16 AM,10/01/2023 10:38:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,227 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 10:38:09 AM,12 MANHATTAN,1022370001,MANHATTAN,1004275,254730,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.865826905815766,-73.92760070465683,"(40.865826905815766, -73.92760070465683)",13092,47,4,39,22
58980953,10/01/2023 10:22:40 AM,10/01/2023 11:02:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,4 EAST   36 STREET,EAST   36 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   36 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 11:02:23 AM,05 MANHATTAN,1008650069,MANHATTAN,988887,212363,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.749562720029985,-73.98326444017843,"(40.749562720029985, -73.98326444017843)",12078,11,4,51,8
58985858,10/01/2023 10:20:56 AM,10/01/2023 11:00:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2725 WEBB AVENUE,WEBB AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,WEBB AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 11:00:34 AM,08 BRONX,2032480169,BRONX,1011427,256242,ONLINE,Unspecified,BRONX,,,,,,,,40.869957761163285,-73.90173692540212,"(40.869957761163285, -73.90173692540212)",11606,48,5,29,33
58985872,10/01/2023 10:15:03 AM,10/01/2023 10:17:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10011,2 5 AVENUE,5 AVENUE,WASHINGTON MEWS,EAST    8 STREET,WASHINGTON MEWS,EAST    8 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 10:17:55 AM,02 MANHATTAN,1005510001,MANHATTAN,985190,205935,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73192062465118,-73.99660831115821,"(40.73192062465118, -73.99660831115821)",12074,57,4,32,3
58980926,10/01/2023 10:11:09 AM,10/01/2023 10:34:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,49 BOGART STREET,BOGART STREET,MOORE STREET,GRATTAN STREET,MOORE STREET,GRATTAN STREET,ADDRESS,BROOKLYN,BOGART STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 10:34:27 AM,01 BROOKLYN,3031010014,BROOKLYN,1002740,196254,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70532933843495,-73.93331136485455,"(40.70532933843495, -73.93331136485455)",17213,36,2,30,56
58982124,10/01/2023 10:10:07 AM,10/01/2023 10:24:15 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,588 THROOP AVENUE,THROOP AVENUE,HANCOCK STREET,HALSEY STREET,HANCOCK STREET,HALSEY STREET,ADDRESS,BROOKLYN,THROOP AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 10:24:19 AM,03 BROOKLYN,3018400048,BROOKLYN,1000625,188123,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.683015798836635,-73.94095938495303,"(40.683015798836635, -73.94095938495303)",17618,69,2,49,51
58982162,10/01/2023 10:07:48 AM,10/01/2023 10:34:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11356,14-01 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,14 AVENUE,14 ROAD,14 AVENUE,14 ROAD,ADDRESS,COLLEGE POINT,COLLEGE POINT BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 10:34:17 AM,07 QUEENS,4040850065,QUEENS,1026965,225429,MOBILE,Unspecified,QUEENS,,,,,,,,40.78532349354093,-73.84575291117643,"(40.78532349354093, -73.84575291117643)",14191,22,3,20,67
58985962,10/01/2023 10:06:52 AM,10/01/2023 10:26:35 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,607 WEST  161 STREET,WEST  161 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  161 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 10:26:39 AM,12 MANHATTAN,1021370021,MANHATTAN,999890,244132,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83674740265015,-73.94347915114061,"(40.83674740265015, -73.94347915114061)",13090,47,4,23,21
58983420,10/01/2023 09:55:03 AM,10/01/2023 10:31:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11356,23-34 127 STREET,127 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,COLLEGE POINT,127 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,10/01/2023 10:31:34 AM,07 QUEENS,4042300047,QUEENS,1028117,222858,ONLINE,Unspecified,QUEENS,,,,,,,,40.77826114924886,-73.84160974830267,"(40.77826114924886, -73.84160974830267)",14191,22,3,20,67
58980998,10/01/2023 09:52:18 AM,10/01/2023 10:08:36 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10039,319 WEST  145 STREET,WEST  145 STREET,BRADHURST AVENUE,EDGECOMBE AVENUE,BRADHURST AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 10:08:39 AM,10 MANHATTAN,1020520001,MANHATTAN,1000010,239242,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82332554323123,-73.94305697510212,"(40.82332554323123, -73.94305697510212)",12428,18,4,36,19
58987092,10/01/2023 09:48:48 AM,10/01/2023 10:29:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11356,23-34 127 STREET,127 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,COLLEGE POINT,127 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,10/01/2023 10:30:04 AM,07 QUEENS,4042300047,QUEENS,1028117,222858,ONLINE,Unspecified,QUEENS,,,,,,,,40.77826114924886,-73.84160974830267,"(40.77826114924886, -73.84160974830267)",14191,22,3,20,67
58984685,10/01/2023 09:22:40 AM,10/01/2023 09:48:05 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,21 LAWTON STREET,LAWTON STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,LAWTON STREET,,Closed,,The Police Department issued a summons in response to the complaint.,10/01/2023 09:48:08 AM,04 BROOKLYN,3032250041,BROOKLYN,1003509,192608,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69532028364543,-73.93054820857648,"(40.69532028364543, -73.93054820857648)",18181,42,2,30,53
58979782,10/01/2023 09:13:15 AM,10/01/2023 09:21:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10039,319 WEST  145 STREET,WEST  145 STREET,BRADHURST AVENUE,EDGECOMBE AVENUE,BRADHURST AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 09:21:33 AM,10 MANHATTAN,1020520001,MANHATTAN,1000010,239242,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82332554323123,-73.94305697510212,"(40.82332554323123, -73.94305697510212)",12428,18,4,36,19
58979716,10/01/2023 08:49:23 AM,10/01/2023 09:20:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11105,20-63 29 STREET,29 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,ASTORIA,29 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 09:20:02 AM,01 QUEENS,4008480009,QUEENS,1009572,223239,PHONE,Unspecified,QUEENS,,,,,,,,40.77937947603824,-73.90856853999205,"(40.77937947603824, -73.90856853999205)",16862,39,3,4,72
58980979,10/01/2023 08:45:49 AM,10/01/2023 09:12:21 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,3887 BROADWAY,BROADWAY,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 09:12:24 AM,12 MANHATTAN,1021370080,MANHATTAN,1000185,244388,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8374495209454,-73.94241245305996,"(40.8374495209454, -73.94241245305996)",13090,47,4,23,21
58985886,10/01/2023 08:42:33 AM,10/01/2023 09:46:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,225 STARR STREET,STARR STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,STARR STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 09:46:50 AM,04 BROOKLYN,3031880053,BROOKLYN,1005620,196260,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70533932023255,-73.92292393765928,"(40.70533932023255, -73.92292393765928)",13828,42,2,30,53
58984662,10/01/2023 08:40:56 AM,10/01/2023 09:17:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,76-09 34 AVENUE,34 AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 09:17:57 AM,03 QUEENS,4012490033,QUEENS,1014610,213697,MOBILE,Unspecified,QUEENS,,,,,,,,40.75317330755206,-73.89042068902829,"(40.75317330755206, -73.89042068902829)",14783,65,3,5,73
58984769,10/01/2023 08:29:48 AM,10/01/2023 09:17:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,424 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 09:17:17 AM,03 MANHATTAN,1004410019,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.730870673147855,-73.98138208638649,"(40.730870673147855, -73.98138208638649)",11729,70,4,50,7
58979681,10/01/2023 08:25:39 AM,10/01/2023 08:57:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,196 MAUJER STREET,MAUJER STREET,HUMBOLDT STREET,BUSHWICK AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,ADDRESS,BROOKLYN,MAUJER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 08:57:17 AM,01 BROOKLYN,3030270001,BROOKLYN,1000354,198344,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71107055683469,-73.94191204670662,"(40.71107055683469, -73.94191204670662)",17613,36,2,30,56
58985960,10/01/2023 08:23:29 AM,10/01/2023 08:44:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 08:44:37 AM,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",12427,18,4,36,20
